,beta_growth,beta_discount,beta_risk_premium,P_trace
2021-07-01,-0.008996499472147567,0.007152846486246312,-0.004403143574300003,0.01608801441967783
2021-08-01,-0.004198274880300245,0.006162935770982528,-0.003928488282598699,0.01564370107537246
2021-09-01,-0.004134894575823581,0.006135936041499283,-0.003908806573633508,0.014492940384612928
2021-10-01,-0.0038410393061503443,0.006056240508660722,-0.00396356128899481,0.015647663925305585
2021-11-01,-0.0008611724325052381,0.005569500853887991,-0.0035526478786936542,0.017237173525223325
2021-12-01,0.005373700236745648,0.004646679407493408,-0.005579610174354212,0.018944388383256534
2022-01-01,0.005991344373890676,0.004926972565931051,-0.00572740829103508,0.020914545912266054
2022-02-01,0.004511117345090681,0.0035913684491488064,-0.005410488382076385,0.02271263230948123
2022-03-01,0.00570683897973128,0.004942563255533775,-0.006827534071945022,0.024070329829780572
2022-04-01,0.00635774891226185,0.005147447501185785,-0.007178476517468291,0.025994090311156223
2022-05-01,0.006986715875602059,0.005983409118268076,-0.006697695234758437,0.026900034555081033
2022-06-01,-0.0013116519729937156,0.0050893336312978765,-0.000762459471242964,0.028558507566534632
2022-07-01,0.00046357302180923183,0.006198130474001281,-0.0012260958613435789,0.03053133718438204
2022-08-01,0.0021793640344196967,0.007184315126972894,-0.0013883302578401688,0.0325062211853523
2022-09-01,0.0027533074125744793,0.0074334324885139535,-0.0014623223851053056,0.03450214512320145
2022-10-01,-0.0010171404231148567,0.005471318018161046,-0.0013851037507811184,0.036473295185678614
2022-11-01,-0.0036888627057157924,0.004116323244604503,-0.002844175420119967,0.03800944286304744
2022-12-01,-0.002458874972178865,0.004770716467599427,-0.0020936264269451168,0.0395525170610895
2023-01-01,-0.000547322892439315,0.005120923182898494,-0.0018431038043974293,0.04144700295100477
2023-02-01,-0.002081655346943274,0.0045789696716406645,-0.001276141836488795,0.04336799025055629
2023-03-01,-0.000354883144874873,0.004689405561427213,-0.001121727765068878,0.04520734312546047
2023-04-01,-0.00404408626963097,-2.4473868741473406e-06,-0.004998862552465632,0.04623254957490412
2023-05-01,-0.004154177498077253,5.768456949572163e-06,-0.005038255354522581,0.04776296872951456
2023-06-01,-0.002744233890864186,4.3792216000290926e-05,-0.004805169776046019,0.04957745644790813
2023-07-01,0.001185791263292722,0.0020985442416460594,-0.0022965928612101627,0.051267686891214595
2023-08-01,0.006106648213932256,0.003317380997932017,0.004359855680444776,0.05183601302935567
2023-09-01,0.002208045528189176,0.0033882461639147547,0.0012556937298837758,0.05317423096991329
2023-10-01,-0.004108773875698963,0.009249268599126873,-0.0046249588431511845,0.05116625275386193
2023-11-01,-0.009053803081035816,0.007005422917159962,-0.006992807716434624,0.05309653178178754
2023-12-01,-0.008914672406829877,0.007004595086494938,-0.006820882597424538,0.054250570887925065
2024-01-01,-0.007264169106753832,0.00769289981096107,-0.006871263418472849,0.05618514303582368
2024-02-01,-0.003246133266643029,0.0022407779780427234,0.0009764048351320123,0.05283358347358101
2024-03-01,-0.0022427158525047948,0.0011865108292875583,0.0038997588635490345,0.05179761704983054
2024-04-01,-0.002031172202259392,0.0015009212968419457,0.0036546308957998686,0.04929276109683281
2024-05-01,-0.005172024495929725,0.0023280265147688564,0.0009312491152552171,0.050776406843076334
2024-06-01,-0.0034172351699967634,0.004509132236908659,0.004057165392025168,0.05198168704155272
2024-07-01,-0.0024867394854178808,0.004827681331644231,0.004218922430718077,0.053950932219598596
2024-08-01,-0.003129451682237175,0.005288062562855854,0.0038602425018134405,0.054822804421378574
2024-09-01,-0.006660611652738123,0.008024410996608534,0.0014318284339778662,0.05576579574423421
2024-10-01,-0.005704589329387504,0.008519869659685124,0.0016289616803334581,0.05765113747143937
2024-11-01,-0.0012559581915110281,0.004455191506769089,0.00349100052514012,0.05823326919070937
2024-12-01,-0.00016183482009661542,0.0061104590619055045,0.004007936375365651,0.059279015417003054
2025-01-01,0.007296423278828033,0.0031728139963185854,0.00762867118872457,0.0609539710128023
2025-02-01,0.01090513217413936,0.007336452472489248,0.010517073781812086,0.062460581110785146
2025-03-01,0.007035142744910494,0.0074092089940687705,0.0038648760832822237,0.06386019568569877
2025-04-01,-0.003439021975314859,0.031112830688102333,-0.00034415491369531315,0.05717782019817211
2025-05-01,-0.010983439443771547,0.05181117423279858,-0.004085442379677657,0.05324757618264639
2025-06-01,-0.00309904970649956,0.022587404334110026,-0.0014984394391067569,0.0500220712202564
2025-07-01,-0.0036606960157361955,0.021971007466319605,-0.001739425359399384,0.049996178023436394
2025-08-01,-0.0017640969112733883,0.022769990096086216,-0.0011823837206827318,0.051692620498927776
2025-09-01,0.0006342900586394586,0.022519956168048583,-0.0007637545043400879,0.05360099339431708
2025-10-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.05539562275666578
2025-11-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.05839562275666578
2025-12-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.06139562275666578
2026-01-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.06439562275666579
2026-02-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.06739562275666579
2026-03-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.07039562275666579
2026-04-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.0733956227566658
2026-05-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.0763956227566658
2026-06-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.0793956227566658
2026-07-01,0.0029817269718765077,0.021034020828535012,0.0009028328428136267,0.0823956227566658
